name,phone,address,rating,review_count,business_type,hours
In & Out Auto Repair & Body Shop Inc,7738756606,5500 S Archer Ave,4.8,202.0,Auto body shop,Open
The Collision Barn,7736325655,5401 N Kedzie Ave,5.0,329.0,Auto body shop,Open
Chicago Body Shop,7733558299,2047 E 79th St,5.0,176.0,Fitness center,Open
A-K Auto Mechanic & Body Shop,3126740995,2515 S Halsted St,4.1,147.0,Auto body shop,Open
Lincoln Wilson Collision,7735994038,5628 N Western Ave,4.9,136.0,Auto body shop,Open
"Body Works on Grand, Inc.",7737451993,6134 W Grand Ave,4.5,85.0,Auto body shop,Open
CARSTAR Grand Avenue,7734862131,4723 W Grand Ave,4.9,421.0,Auto body shop,Open
Phil's Auto Body,7738477156,833 W 35th St,4.8,98.0,Auto body shop,Closed
Diamond Collision Repair,7734174165,1440 N Kilpatrick Ave,4.7,251.0,Auto body shop,Open
Metro Auto Body Group,7733765800,3147 S Archer Ave,4.8,97.0,Auto repair shop,Open
King Auto Repair & Body Shop,3126666000,2120 W Lake St,4.1,89.0,Auto body shop,Open
Carstar Roe Body Shop,9137222545,4715 Roe Pkwy,4.8,427.0,Auto body shop,Open
Oscar's Auto Body and Mechanical,7735395443,4227 N Elston Ave,4.7,182.0,Auto body shop,Open
Maaco Fleet Solutions Center,7734324453,6740 S Western Ave,4.5,173.0,Auto body shop,Open
Maaco Auto Body Shop & Painting,8722289408,8383 S South Chicago Ave,4.6,297.0,Auto body shop,Open
Mas Collision Experts,7736986146,4118 W Division St,5.0,89.0,Auto body shop,Open
Crash Champions Collision Repair Belmont,7737941212,5350 W Belmont Ave,4.5,677.0,Auto body shop,Open
Crash Champions Collision Repair Wabash Ave,3122250666,2031 S Wabash Ave,4.2,127.0,Auto body shop,Open
European & US Collision Repair Inc,7732481200,4080 N Broadway,4.5,206.0,Auto body shop,Open
S & S Auto Body,7737371884,5840 S Western Ave,4.8,11.0,Auto body shop,Open
Kraftsmen Auto Body,7735251907,3149 N Clybourn Ave,4.9,245.0,Auto body shop,Open
Elar Auto Rebuilders Inc,3122266226,1846 S Canalport Ave,4.6,43.0,Auto body shop,Open
Attica Auto Body Shop,7735880730,4340 N Kedzie Ave #1302,4.7,69.0,Auto body shop,Open
North Shore Auto Rebuilders Inc,7737434385,6240 N Broadway,4.9,77.0,Auto body shop,Open
Jimmy D's Body & Fender Shop,7738470426,4208 S Western Ave,4.7,52.0,Auto body shop,Open
Lake Side Collision,7732219500,10300 S Indianapolis Ave,4.6,105.0,Auto body shop,Open
J & C Auto Body Inc,7732677719,4023 N Elston Ave,4.7,38.0,Auto repair shop,Open
Falcon Auto Body,7735211790,2430 S Kedzie Ave,4.2,47.0,Auto body shop,Open
Car Care Body Shop,7732354660,4122-30 W Grand Ave,3.9,51.0,Auto body shop,Open
John's Auto Body & Repair,7737840303,5810 N Western Ave,4.6,67.0,Auto body shop,Open
Parkview Auto Repair & Body Shop,7738479627,4139 S Western Blvd,4.3,319.0,Auto body shop,Open
Gerber Collision & Glass,7732960555,3425 N Halsted St,4.5,180.0,Auto body shop,Open
CDE Collision Centers - Chicago 5710,7734342424,5710 S Western Ave,4.8,628.0,Auto body shop,Open
Economy Auto Body Shop,7735819290,5708 S Central Ave,4.7,83.0,Auto body shop,Open
CARSTAR International Auto Rebuilders,7738625338,931 N Kedzie Ave,4.4,208.0,Auto body shop,Open
C James Auto Body Shop,7735880313,3452 N Elston Ave #5608,5.0,12.0,Auto body shop,Open
Winston Auto Rebuilders LLC,7732392822,9540 S Vincennes Ave,4.5,55.0,Auto body shop,Open
K M Auto Body & Exports Inc,7733662053,1123 W Rosemont Ave,4.6,37.0,Auto body shop,Open
C & O Auto Rebuilders,7737850080,10554 S Michigan Ave,4.5,101.0,Auto body shop,Open
CARRECTLY,7738009085,3047 N Lincoln Ave,4.9,28.0,Auto body shop,Open
Caliber Collision,3127381975,318 S Morgan St,4.6,616.0,Auto body shop,Open
Crash Champions Collision Repair Montrose,7737257704,5430 W Montrose Ave,4.5,366.0,Auto body shop,Open
A-CARR's Auto Body,7734784844,4246 N Western Ave,4.8,424.0,Auto body shop,Open
Windy City Auto Collision,7737155930,4970 N Elston Ave,5.0,30.0,Auto body shop,Open
Metro Collision Experts,7734365600,3057 W Columbus Ave,4.5,152.0,Auto body shop,Open
Riverdale Collision Center LLC.,7739524715,7917 S Vincennes Ave,4.7,88.0,Auto body shop,Open
JC Auto Repair & Body,7736710715,2415 W Homer St,5.0,26.0,Auto body shop,Open
Unibody Auto Collision,7732351334,3263 W Fullerton Ave,4.2,19.0,Auto repair shop,Open
Euro Collision Of Andersonville,7739079999,1122 W Balmoral Ave,4.7,565.0,Auto body shop,Open
Miller Body Shop,9133424080,1229 Minnesota Ave,4.6,16.0,Auto body shop,Open
Maaco Auto Body Shop & Painting,7732954875,4722 W Harrison St,4.2,190.0,Auto body shop,Open
CarFix Auto Center and Body Shop,7732799914,3555 W Foster Ave,5.0,54.0,Auto body shop,Open
Euro Collision of Rogers Park,7732749900,6828 N Clark St,4.6,379.0,Auto body shop,Open
Extreme Body Shop,7732833833,3333 N Karlov Ave,4.3,49.0,Muffler shop,Open
D & A Auto Body Repair,7739277764,4646 S Western Ave,4.5,67.0,Auto body shop,Open
Mac Auto Body & Paint Center,7739252702,2210 W 71st St,4.3,33.0,Auto repair shop,Open
Bennett Auto Rebuilders,7734340181,2300 W 79th St,4.7,77.0,Auto body shop,Open
Logan Auto Collision,7739941325,6651 S State St,3.7,101.0,Auto body shop,Open
Bridgeport Auto Body Shop,7738690884,907 W 35th St,4.0,25.0,Auto body shop,Open
CARSTAR UCar Auto Rebuilders,3122047339,4832 S Kedzie Ave,4.7,96.0,Auto body shop,Open
B & M Auto Collision Center,7736853200,4440 W Addison St,4.1,211.0,Auto body shop,Open
Supreme Auto Ltd.,7737454660,3067 N Harlem Ave,4.8,101.0,Auto body shop,Open
Lil Logans Collision,7737857425,11815 S Halsted St,4.6,52.0,Auto body shop,Open
Chicago Auto Recon Body Shop,8889867326,1358 W Cermak Rd,4.1,122.0,Auto body shop,Open
Cosmetic Auto Trim & Glass Incorporated,7737637400,6166 N Northwest Hwy,4.4,118.0,Auto repair shop,Open
Adams Auto Body Shop,8476366684,1026 Sheridan Rd,4.9,553.0,Auto body shop,Open
Prestige Auto Collision,8167537931,3122 Roanoke Rd,4.9,237.0,Auto body shop,Open
K C Auto & Body Shop,9133428168,2727 State Ave,3.2,10.0,Auto body shop,
Metro Auto Tech United,7739188888,5045 S Western Blvd,4.7,77.0,Auto body shop,Open
Capital Auto Body Repair,7733423100,2838 N Elston Ave,3.7,32.0,Auto body shop,Open
A-Ok Auto Body Inc,7735817979,5805 S Archer Ave,4.0,51.0,Auto body shop,Open
East Side Body Shop,7737684996,10005 S Ave N,4.0,6.0,Auto body shop,Open
A&S Auto Body LLC,7737195568,4939 W Lake St,4.7,38.0,Auto body shop,Open
K & K Auto Body Rebuilders Inc,7737350118,5826 W 65th St,4.8,17.0,Auto body shop,Open
National Bodyshops,7733062046,5701 S Claremont Ave,5.0,10.0,Auto repair shop,Open
Arrow Body & Fender Service,7084569424,7536 W Grand Ave,4.8,151.0,Auto body shop,Open
